employee_id,job_role,department,tenure_years,monthly_income,overtime_hours,travel_frequency,job_satisfaction,manager_rating,training_hours,work_life_balance_score,remote_friendly_role,attrition,age,gender,ethnicity,marital_status,disability_status,commute_distance_km
11492,Operations,HR,2.43,3286.6,16.6,Frequent,2,2,56,5,1,1,19,Male,Black,Divorced,,6.3
11493,Consultant,Technology,0.59,2464.42,11.5,,1,4,43,2,0,1,37,Female,Mixed,Single,,21.6
11494,HR,HR,1.89,2650.96,7.0,Occasional,1,2,21,2,0,1,40,Other,Other,Divorced,Mental,9.2
11495,Finance,Technology,10.33,3004.82,18.9,Occasional,1,1,21,2,0,1,50,Male,White,Widowed,,9.8
11496,Operations,HR,4.19,4709.89,22.5,Occasional,1,4,37,4,1,0,25,Male,Other,Single,Mental,7.2
11497,Developer,HR,5.0,3542.52,71.7,Frequent,5,1,28,5,0,1,54,Male,White,Single,,7.1
11498,Developer,Operations,0.1,3751.41,10.7,,4,2,20,1,0,0,59,Male,Mixed,Widowed,,10.4
11499,Developer,HR,1.89,5524.11,29.1,Occasional,2,3,17,5,0,1,47,Male,Black,Married,,15.8
11500,Finance,Finance,3.12,5554.01,13.1,Occasional,5,4,52,2,1,0,48,Other,Black,Widowed,,28.4
11501,Finance,HR,5.32,3661.45,30.8,Frequent,1,4,47,3,0,0,58,Male,Black,Married,,23.9
11502,HR,Technology,0.15,3242.96,25.1,Frequent,3,3,10,2,0,0,35,Other,Asian,Married,,3.6
11503,Consultant,HR,5.74,2962.68,10.9,Frequent,3,3,9,4,1,0,48,Other,Black,Single,,22.9
11504,HR,Consulting,2.38,4831.33,6.5,Occasional,4,5,34,5,0,0,43,Other,Black,Divorced,Mental,13.6
11505,HR,Technology,0.66,3754.35,4.8,Frequent,2,5,25,4,1,0,41,Female,White,Single,,13.3
11506,Finance,Consulting,1.14,3536.21,32.9,Occasional,2,2,58,1,0,1,22,Female,Mixed,Widowed,Mental,15.4
11507,Developer,Technology,0.99,3023.6,8.1,,4,4,49,5,0,1,28,Male,Mixed,Divorced,,19.0
11508,Analyst,Finance,2.27,3076.4,32.4,Occasional,1,3,43,5,0,0,41,Other,Other,Single,,12.8
11509,Consultant,Finance,0.16,4384.07,17.2,,1,3,45,5,1,1,18,Other,Black,Married,,18.6
11510,Finance,Finance,0.52,2421.47,13.8,Occasional,2,1,3,3,0,1,29,Male,Mixed,Married,,18.4
11511,Developer,Consulting,5.03,5193.84,27.7,,2,5,9,5,0,0,55,Male,Mixed,Single,,15.0
11512,Operations,Operations,0.43,3359.39,13.1,Occasional,2,1,56,3,1,0,40,Other,Mixed,Widowed,,6.7
11513,Analyst,Technology,0.8,3820.44,25.9,Occasional,1,3,38,5,1,1,61,Female,Mixed,Divorced,Mental,15.1
11514,Analyst,Finance,1.81,2395.63,10.9,Occasional,3,4,15,2,0,0,42,Other,White,Single,,28.1
11515,Finance,Technology,2.18,3985.16,40.7,Occasional,4,4,57,1,0,0,29,Male,Black,Married,,33.6
11516,Manager,Consulting,4.33,3606.01,9.6,Frequent,4,1,40,5,0,1,20,Other,Mixed,Married,,17.2
11517,Consultant,Operations,1.78,3939.9,26.2,Occasional,5,5,29,4,1,0,41,Male,White,Married,Physical,32.3
11518,Analyst,Consulting,4.68,5766.05,35.9,Occasional,5,2,2,2,0,0,43,Female,Asian,Widowed,,8.8
11519,Finance,Technology,2.89,4213.24,0.4,Frequent,3,4,33,4,1,0,32,Other,Other,Divorced,,19.3
11520,Finance,Operations,0.36,3046.41,24.4,Frequent,2,2,24,4,0,0,48,Male,White,Single,,24.7
11521,Developer,Operations,0.51,3146.42,9.7,Frequent,3,5,37,3,0,1,60,Other,Other,Divorced,,11.3
11522,Operations,Consulting,1.72,4714.16,27.6,Frequent,5,1,41,1,1,0,59,Female,Other,Single,,30.2
11523,Manager,Finance,1.52,5558.43,20.1,Frequent,5,5,35,4,1,0,38,Other,Asian,Widowed,,29.8
11524,Consultant,Technology,4.08,4338.3,23.9,Frequent,4,3,3,2,1,1,38,Male,Asian,Single,,12.8
11525,HR,HR,2.61,4826.46,16.3,Frequent,3,5,41,1,1,0,38,Male,Asian,Married,,8.7
11526,Operations,HR,1.47,4731.69,37.5,Frequent,1,1,9,2,0,1,42,Other,White,Married,,8.2
11527,Operations,Consulting,0.56,5702.88,5.0,Frequent,5,1,12,4,1,1,29,Other,Asian,Widowed,,14.9
11528,Developer,Technology,0.77,1660.49,34.8,Frequent,4,5,5,1,1,0,54,Male,Mixed,Divorced,,13.6
11529,Analyst,Technology,2.57,4800.66,11.0,Frequent,2,1,6,5,0,0,35,Male,White,Married,,13.5
11530,Analyst,Consulting,1.65,5180.48,2.7,,3,3,27,4,0,1,27,Other,Black,Single,,13.9
11531,Developer,Technology,2.17,2393.53,17.7,Occasional,5,2,58,4,1,1,23,Female,Asian,Married,,7.7
11532,Finance,Finance,0.56,2937.2,10.0,Occasional,1,5,57,3,0,1,46,Male,White,Single,,4.1
11533,Analyst,Consulting,3.26,2979.06,23.3,Frequent,5,1,36,2,0,1,46,Female,Asian,Divorced,,25.0
11534,Manager,Finance,5.74,3125.45,24.8,Frequent,1,2,14,5,1,1,46,Female,Other,Married,,13.3
11535,Consultant,Technology,0.89,3421.94,15.2,,3,3,29,1,0,0,63,Female,Mixed,Married,,25.1
11536,Operations,Consulting,2.03,4291.12,24.0,Frequent,1,5,39,4,1,1,63,Male,Other,Single,,4.0
11537,Operations,Technology,11.13,5038.81,21.0,,1,1,9,4,0,1,26,Female,Asian,Widowed,,4.9
11538,Manager,Consulting,1.22,5297.58,17.5,Occasional,4,2,11,5,0,1,49,Other,White,Widowed,,13.8
11539,Analyst,Technology,2.71,2994.61,14.8,Occasional,3,3,16,4,1,1,30,Other,Mixed,Married,,18.9
11540,Operations,Finance,0.28,2986.36,11.6,Frequent,5,4,47,2,0,0,63,Other,Other,Divorced,,22.8
11541,HR,Finance,2.79,5578.99,52.1,,2,1,29,1,1,0,28,Male,Mixed,Divorced,,4.5
11542,Consultant,Technology,0.28,4776.09,16.9,,3,3,0,5,0,0,51,Female,Mixed,Widowed,,10.0
11543,Consultant,Consulting,9.6,4099.44,21.7,Occasional,3,2,35,5,1,1,46,Other,Asian,Married,,15.5
11544,Operations,HR,3.77,4568.0,26.7,Occasional,2,5,39,3,1,1,29,Female,Mixed,Widowed,,8.3
11545,Developer,Finance,4.66,3964.24,13.9,,5,2,58,1,0,1,48,Male,Black,Single,,9.5
11546,Operations,Finance,3.65,4629.5,22.8,,4,5,23,5,1,0,58,Other,Black,Divorced,,18.6
11547,Developer,HR,2.67,3596.72,49.0,Occasional,5,3,37,4,0,1,39,Male,Other,Widowed,,3.5
11548,Operations,Technology,1.79,4322.57,9.5,,2,3,20,1,1,0,43,Female,Other,Married,,6.3
11549,HR,Consulting,5.86,2187.34,49.0,Occasional,5,2,41,2,0,1,60,Female,White,Widowed,,20.2
11550,Finance,Technology,9.43,3174.66,28.0,,3,2,31,5,1,0,29,Male,Asian,Married,,12.1
11551,Consultant,Operations,2.07,3187.59,10.9,Frequent,4,5,57,2,0,0,52,Female,Other,Widowed,,8.2
11552,Operations,Finance,8.04,3550.73,9.1,Occasional,1,1,17,5,1,0,55,Female,White,Widowed,,6.0
11553,HR,Operations,2.63,2888.18,48.8,,5,2,12,4,0,1,21,Female,Other,Divorced,,11.7
11554,Developer,Finance,2.32,3359.75,33.2,Occasional,1,1,36,3,0,0,62,Female,White,Widowed,,11.3
11555,Developer,Finance,1.82,2182.7,15.5,,4,1,43,4,0,0,27,Male,Asian,Single,Mental,27.5
11556,Consultant,Operations,0.7,4658.44,12.0,Frequent,1,1,20,2,0,1,35,Male,Asian,Widowed,,13.5
11557,Manager,Operations,0.01,3900.98,10.9,Frequent,5,3,17,1,0,0,63,Female,Other,Married,,2.4
11558,Operations,Technology,0.83,1953.75,15.0,Frequent,2,3,39,2,0,0,36,Female,Black,Married,,15.1
11559,Analyst,Operations,2.14,2998.2,16.0,Occasional,3,1,45,3,1,1,32,Male,Mixed,Single,,14.7
11560,Developer,Technology,1.43,4403.92,19.4,Frequent,3,1,46,5,0,0,40,Other,Other,Single,,38.2
11561,Finance,Technology,1.79,3348.37,8.0,Occasional,1,3,25,5,0,1,40,Other,White,Married,,8.1
11562,Finance,Technology,11.83,3163.67,10.6,Frequent,3,5,4,2,1,0,38,Female,Asian,Widowed,,27.3
11563,Developer,Finance,1.29,3910.49,14.4,Occasional,3,4,4,1,0,0,43,Female,Other,Single,,26.6
11564,Manager,Finance,1.81,4412.32,61.0,Frequent,2,2,30,5,0,1,62,Other,Asian,Widowed,,9.4
11565,Manager,Operations,0.43,2276.38,20.9,,1,1,27,5,1,0,51,Other,Other,Single,,9.5
11566,HR,Finance,0.15,4660.15,5.6,,2,3,48,3,0,1,58,Male,Asian,Widowed,,3.3
11567,Finance,Operations,4.48,3039.65,8.3,Occasional,2,1,12,3,0,0,30,Female,Black,Single,,16.8
11568,HR,Finance,2.54,3978.49,48.5,Frequent,4,1,48,1,0,1,42,Male,White,Married,Mental,17.9
11569,Finance,Consulting,4.29,3957.5,37.7,Frequent,1,1,10,5,0,1,61,Female,Other,Widowed,,17.3
11570,Operations,Consulting,0.49,3367.52,13.0,,2,1,0,4,0,1,50,Female,Asian,Single,Physical,9.4
11571,Operations,Operations,2.54,2771.61,24.3,Frequent,5,5,23,2,0,0,45,Male,Other,Widowed,,24.4
11572,Analyst,Finance,0.88,3657.18,22.4,Frequent,3,2,12,5,1,0,30,Female,White,Divorced,,11.6
11573,Operations,Finance,0.78,5950.4,17.3,Occasional,1,2,57,2,1,0,44,Other,Other,Divorced,,4.9
11574,Analyst,Technology,0.03,2365.99,9.2,,4,3,17,5,0,0,25,Other,Mixed,Single,,15.6
11575,Operations,HR,0.42,6030.78,3.6,Frequent,2,5,23,3,0,0,53,Male,Asian,Divorced,,22.1
11576,Consultant,Operations,1.11,3688.33,30.9,Frequent,5,5,28,1,0,1,60,Other,White,Single,,11.3
11577,Operations,HR,0.37,4042.45,22.8,Occasional,3,2,27,4,0,0,23,Female,Black,Single,Other,15.7
11578,HR,HR,12.78,2695.95,9.3,Occasional,3,3,37,3,1,0,30,Male,Mixed,Divorced,,19.1
11579,Developer,Operations,1.11,3074.48,36.6,Occasional,5,5,44,1,0,0,37,Other,Other,Married,,14.6
11580,HR,Finance,0.42,3396.51,47.2,Occasional,1,3,52,3,1,0,22,Male,Other,Single,,13.3
11581,Developer,Operations,0.67,2745.17,20.4,Frequent,3,2,21,2,0,1,62,Male,Mixed,Single,,20.1
11582,Manager,HR,2.66,3749.3,16.8,Frequent,3,1,19,5,1,0,44,Female,Black,Divorced,,8.4
11583,HR,Finance,0.2,3511.58,4.7,Frequent,3,5,59,3,1,1,36,Female,Black,Widowed,,17.0
11584,Manager,Consulting,5.95,6220.94,15.1,Occasional,2,3,10,1,0,1,18,Male,Other,Divorced,,15.9
11585,Analyst,Operations,9.77,2600.83,7.4,Frequent,2,1,50,5,0,1,21,Other,Other,Single,,16.2
11586,Analyst,Operations,0.85,4123.23,15.7,,3,2,58,2,0,1,19,Other,Black,Widowed,,7.5
11587,Consultant,Finance,1.79,4297.42,34.0,,4,4,19,2,0,1,61,Male,Black,Widowed,,29.2
11588,Operations,Consulting,0.07,2715.62,26.6,Frequent,3,5,40,4,0,1,43,Male,Black,Divorced,,11.9
11589,HR,Consulting,3.07,4824.19,37.3,Occasional,1,5,12,5,0,1,50,Other,Other,Widowed,Mental,13.3
11590,Manager,Finance,1.6,3522.01,14.2,,4,3,46,2,1,0,61,Female,Asian,Married,,16.6
11591,Developer,Technology,0.94,1500.0,5.9,Frequent,1,2,23,3,0,1,62,Male,Mixed,Married,Physical,34.9
11592,Analyst,Operations,0.7,4791.82,13.7,,5,2,42,2,0,0,55,Female,Black,Married,,23.2
11593,Operations,Operations,3.18,2659.67,20.5,,5,5,23,2,1,1,24,Female,Other,Single,Mental,16.2
11594,Analyst,HR,1.61,2742.67,38.4,,2,5,47,2,0,0,46,Female,White,Divorced,,10.7
11595,Developer,Finance,0.59,4825.48,30.2,,2,3,16,4,1,1,22,Male,Other,Divorced,,49.2
11596,Operations,HR,3.5,3583.41,4.0,Frequent,2,3,4,1,0,0,26,Other,Asian,Single,,13.6
11597,Operations,HR,2.5,5101.33,20.0,,5,4,53,2,0,0,30,Female,Asian,Single,,13.5
11598,Manager,Consulting,5.87,5452.2,33.8,Frequent,1,1,29,1,0,1,63,Female,Black,Divorced,,11.2
11599,Manager,Operations,0.37,3226.09,40.1,,4,3,13,5,0,1,57,Other,Mixed,Single,,5.2
11600,HR,HR,4.62,4951.91,35.6,,2,1,14,1,0,1,63,Other,Other,Divorced,,14.3
11601,HR,Consulting,3.36,3093.45,10.1,,5,5,8,5,0,0,46,Female,Mixed,Widowed,Physical,23.9
11602,Finance,Finance,0.37,6679.74,10.6,Frequent,2,4,13,4,0,0,35,Female,White,Widowed,,16.0
11603,Finance,HR,3.56,3168.45,52.1,,3,4,9,5,0,1,47,Male,Mixed,Widowed,,21.0
11604,Consultant,Operations,1.75,5231.3,12.3,,4,4,57,5,0,0,27,Male,Mixed,Divorced,,22.3
11605,Analyst,HR,8.7,5012.55,46.8,Occasional,1,2,21,3,1,0,36,Other,Black,Single,,10.2
11606,HR,Finance,0.46,4379.31,8.4,,2,5,30,4,1,1,26,Female,White,Single,,15.8
11607,Manager,HR,3.09,3195.35,15.7,Occasional,3,2,12,2,1,1,38,Other,Asian,Single,,19.0
11608,Developer,Operations,1.44,3818.32,2.5,Frequent,3,2,16,4,0,0,18,Other,Mixed,Single,,19.1
11609,Manager,Consulting,9.43,1500.0,14.9,,4,4,0,3,1,1,58,Male,White,Single,,3.1
11610,Analyst,Operations,1.2,4269.3,9.0,,5,2,13,5,0,0,43,Other,White,Single,,28.4
11611,Finance,Consulting,9.83,4419.54,26.7,Occasional,5,5,43,4,0,1,31,Male,Asian,Divorced,,7.7
11612,Manager,Technology,6.95,4160.2,26.6,Occasional,2,5,38,3,1,0,56,Male,Black,Married,,19.4
11613,Consultant,Operations,0.95,1500.0,23.4,,2,2,34,2,0,1,46,Other,White,Single,Other,23.8
11614,Analyst,Operations,4.88,2481.24,9.4,Frequent,5,5,54,5,0,0,60,Male,Asian,Divorced,Physical,6.5
11615,Finance,Finance,16.28,3102.29,37.4,Occasional,1,1,52,4,0,1,24,Female,Other,Divorced,,17.0
11616,Developer,HR,0.87,4349.99,17.8,,1,2,0,4,1,0,41,Female,White,Divorced,,20.8
11617,Finance,Consulting,1.72,4347.21,28.2,Occasional,3,4,26,5,0,0,44,Male,Other,Divorced,,9.7
11618,Operations,Consulting,2.2,3795.73,35.7,Frequent,4,4,55,4,0,0,59,Female,Other,Single,,26.7
11619,Consultant,Finance,1.05,4762.29,19.3,Occasional,1,5,44,5,1,0,19,Other,White,Widowed,,7.3
11620,Analyst,Finance,0.05,2768.51,5.4,,2,5,56,3,0,1,19,Male,Asian,Widowed,,13.8
11621,Developer,HR,0.75,4732.28,20.9,Occasional,1,4,21,5,0,0,33,Female,Other,Divorced,,11.4
11622,Consultant,HR,0.99,4569.69,15.1,Frequent,4,1,33,2,0,1,29,Male,Black,Married,,20.9
11623,Finance,Operations,1.76,4453.07,8.6,,2,4,8,5,0,0,57,Other,Mixed,Single,Physical,10.7
11624,Consultant,Technology,0.56,3781.55,43.5,,4,2,49,4,0,0,43,Male,Other,Married,,11.1
11625,Analyst,HR,6.2,6196.89,13.9,,5,4,53,5,1,0,27,Female,Other,Widowed,,11.0
11626,HR,Finance,3.66,4591.83,25.5,,4,3,57,5,0,0,32,Other,Mixed,Married,,26.7
11627,Consultant,HR,0.27,2838.0,29.7,Frequent,4,1,35,5,1,1,42,Other,Asian,Divorced,,20.2
11628,Operations,Consulting,3.15,4297.97,20.9,,4,1,47,2,0,1,21,Other,Black,Married,Mental,17.7
11629,Consultant,Technology,3.18,4902.98,12.7,Frequent,2,4,31,2,0,1,43,Other,Black,Single,,8.4
11630,Finance,Operations,9.39,3294.27,4.9,Frequent,4,3,37,4,0,0,40,Other,Other,Divorced,Physical,26.7
11631,Finance,Consulting,0.01,5307.13,23.2,Occasional,4,2,19,4,0,0,54,Other,White,Single,Mental,41.6
11632,Developer,Consulting,0.85,4458.44,13.9,Occasional,3,4,26,5,0,0,59,Other,White,Widowed,,6.5
11633,Finance,Technology,7.88,1500.0,51.2,,2,2,2,1,0,1,21,Female,Other,Widowed,,38.5
11634,Manager,Operations,8.07,4359.61,10.3,,4,3,59,3,1,0,18,Male,White,Single,,9.9
11635,Analyst,Finance,3.83,3512.77,2.6,Frequent,1,4,10,5,1,0,18,Male,Black,Married,Mental,13.6
11636,Analyst,Operations,4.35,4644.62,6.7,Occasional,4,4,23,3,1,0,56,Male,Black,Married,,12.1
11637,HR,HR,0.29,5133.06,35.5,,1,2,28,2,0,1,20,Other,Mixed,Single,,15.4
11638,HR,Consulting,2.16,4234.19,30.4,,5,4,4,4,0,0,32,Male,Black,Divorced,,13.4
11639,Analyst,HR,0.79,5998.3,43.3,Frequent,5,3,32,1,1,0,60,Male,Asian,Single,,10.0
11640,Operations,Finance,0.6,3785.55,15.2,Occasional,2,4,7,4,0,0,35,Male,Black,Married,Physical,17.1
11641,HR,HR,4.99,4749.78,27.8,,2,5,18,2,0,0,38,Other,Other,Widowed,,13.3
11642,Developer,Operations,0.44,4965.93,20.2,,5,3,3,5,0,0,25,Other,White,Widowed,,8.4
11643,Finance,HR,1.9,3883.18,11.0,,2,1,40,2,0,1,42,Male,White,Single,,2.6
11644,Analyst,Finance,8.37,4934.53,17.7,,1,2,34,1,0,1,49,Female,Black,Married,,23.3
11645,HR,Finance,0.62,3286.39,13.2,,1,3,29,5,0,1,23,Female,Black,Widowed,,18.1
11646,Analyst,Finance,11.45,3492.92,41.7,,3,1,4,5,1,0,57,Male,White,Single,,8.1
11647,Manager,Operations,15.5,2425.01,10.9,Occasional,2,1,59,1,0,1,37,Male,White,Married,Mental,5.9
11648,Consultant,Finance,2.43,4289.69,45.7,Frequent,2,3,47,4,0,1,46,Female,Black,Single,,8.8
11649,Finance,Consulting,0.56,4390.3,10.4,Frequent,3,1,39,5,1,0,22,Male,Asian,Widowed,Physical,13.2
11650,Analyst,Finance,1.14,5415.12,13.2,Frequent,4,1,37,4,0,0,52,Male,Asian,Married,,17.3
11651,Consultant,HR,1.66,4949.37,18.3,,1,5,2,3,1,0,36,Other,White,Divorced,,9.0
11652,HR,HR,1.11,3658.25,10.0,Frequent,4,4,15,1,0,1,56,Other,Mixed,Widowed,,20.6
11653,Consultant,HR,0.99,2586.18,18.2,Occasional,3,5,7,3,1,0,29,Female,Asian,Divorced,,10.5
11654,Finance,Operations,10.75,4519.42,20.0,,2,4,44,5,1,0,50,Male,Other,Widowed,,19.4
11655,Analyst,HR,0.5,5332.9,40.2,Occasional,4,1,4,1,0,1,52,Other,White,Divorced,,5.9
11656,Manager,Operations,3.97,4906.22,2.6,,2,4,37,5,1,0,59,Male,Asian,Divorced,,7.7
11657,Operations,Operations,0.0,5301.37,10.4,,3,5,58,1,1,0,55,Other,Black,Single,,17.2
11658,HR,Finance,2.72,3745.73,49.5,Frequent,5,2,34,4,0,0,63,Female,Mixed,Single,,14.2
11659,Analyst,Consulting,7.43,3440.06,13.0,Occasional,2,2,7,2,1,0,25,Male,Black,Married,,25.3
11660,Finance,Finance,1.02,3115.72,13.0,Frequent,4,4,35,2,0,1,55,Female,Black,Single,,33.1
11661,HR,Finance,0.62,3932.92,9.9,,4,2,24,1,0,1,48,Other,Mixed,Single,Mental,12.1
11662,Developer,Operations,3.16,3905.69,27.4,Occasional,3,3,52,3,1,1,28,Other,White,Married,,4.3
11663,Consultant,Operations,3.74,4248.01,4.6,Occasional,4,2,48,1,1,0,21,Other,Black,Single,,17.8
11664,Operations,HR,3.49,3844.84,22.4,,1,4,56,4,0,1,57,Other,White,Widowed,,5.0
11665,Finance,HR,1.15,3839.65,54.3,Frequent,2,1,7,3,0,1,22,Male,White,Divorced,,26.6
11666,Developer,Finance,0.87,3067.97,3.5,,1,5,20,1,0,0,59,Other,White,Divorced,,20.9
11667,Analyst,Technology,9.37,5129.94,27.6,Occasional,3,2,50,1,0,1,39,Male,Black,Single,,9.4
11668,Manager,Technology,7.7,4091.82,6.4,Occasional,1,4,45,5,0,0,61,Female,White,Single,,24.0
11669,HR,HR,1.83,3790.67,23.4,Occasional,1,5,8,4,0,0,34,Other,Black,Married,,7.6
11670,Consultant,Technology,5.62,3103.08,22.0,,2,3,31,4,1,1,37,Male,White,Single,,19.8
11671,HR,HR,1.81,2401.7,28.9,Occasional,2,1,43,2,0,0,60,Male,Other,Widowed,,10.3
11672,Operations,Operations,1.66,5569.56,11.8,Occasional,5,5,12,5,0,0,29,Male,Black,Divorced,,29.4
11673,Analyst,Finance,0.51,4665.57,12.2,Frequent,1,5,22,3,0,1,61,Other,Other,Married,,24.7
11674,HR,Consulting,1.67,2051.3,29.5,Frequent,2,4,59,2,1,0,34,Male,White,Married,,19.6
11675,Consultant,Finance,2.31,4915.77,11.7,Occasional,1,3,58,4,0,1,44,Female,Black,Married,,28.1
11676,Analyst,HR,0.07,5106.98,31.8,Frequent,1,2,7,1,0,1,40,Female,Mixed,Single,,5.9
11677,HR,HR,1.76,4149.25,1.8,,3,3,34,5,0,0,22,Female,Other,Single,,22.8
11678,Manager,Finance,4.56,5917.73,21.1,Frequent,3,1,53,4,1,0,45,Female,Asian,Single,,18.6
11679,Finance,HR,3.42,4260.06,30.5,Frequent,1,2,27,4,0,0,54,Female,Asian,Married,,12.1
11680,Analyst,Technology,3.02,2299.81,15.3,Frequent,3,3,14,5,1,1,47,Male,Mixed,Married,,11.9
11681,Finance,Technology,7.21,4438.2,41.3,Frequent,2,1,51,4,0,1,62,Other,Mixed,Divorced,,13.0
11682,Analyst,HR,0.05,4293.88,12.1,,1,5,28,2,0,1,46,Female,Asian,Divorced,,8.9
11683,Manager,HR,2.44,3276.04,20.5,Frequent,3,5,50,5,1,0,31,Other,Black,Single,,5.7
11684,Finance,Technology,4.64,4688.27,34.0,Occasional,2,5,3,4,0,0,25,Other,White,Single,,7.0
11685,Developer,HR,2.34,1998.8,7.1,Frequent,1,5,33,4,0,0,63,Male,Black,Divorced,,8.8
11686,Consultant,HR,1.17,5188.68,35.9,Frequent,1,2,36,5,0,1,44,Other,Asian,Widowed,,8.3
11687,Developer,Finance,0.44,2946.25,22.2,Occasional,3,5,23,1,1,0,23,Female,Other,Divorced,,12.4
11688,HR,Consulting,6.56,2818.06,9.6,,2,2,20,3,0,1,24,Other,Other,Single,,5.5
11689,Manager,Technology,1.91,3863.41,17.2,Occasional,1,2,1,5,1,0,43,Male,White,Single,,19.7
11690,Developer,Finance,6.31,4519.57,8.9,Occasional,1,3,6,1,1,1,59,Other,White,Single,,23.1
11691,Analyst,Consulting,2.64,4196.71,26.2,Occasional,5,5,55,4,1,0,47,Other,Asian,Single,,6.7
11692,HR,HR,3.36,3108.81,14.4,Occasional,1,4,10,2,0,1,34,Other,Asian,Divorced,,8.6
11693,HR,HR,4.89,3392.69,13.1,Frequent,5,5,11,4,1,0,23,Female,White,Single,,12.8
11694,Developer,Finance,3.23,2640.35,26.7,Frequent,5,4,3,4,0,0,20,Female,Other,Single,,18.8
11695,Developer,HR,1.52,3730.38,15.0,Frequent,2,5,34,1,0,0,36,Other,Mixed,Divorced,Mental,23.2
11696,Manager,Operations,2.16,5290.03,17.8,Frequent,4,2,39,5,0,0,36,Other,Mixed,Widowed,,8.4
11697,Consultant,Finance,4.87,3994.88,16.9,,5,5,25,3,0,0,41,Male,Mixed,Divorced,,6.9
11698,Developer,Consulting,1.4,5031.3,2.5,Frequent,2,5,17,3,1,1,45,Other,Other,Single,,15.9
11699,Operations,Finance,1.47,5746.48,5.4,Frequent,3,5,54,5,0,0,52,Male,Black,Single,,19.4
11700,Developer,Technology,0.3,3294.38,10.5,,5,5,57,5,0,0,52,Male,Black,Married,,15.6
11701,Finance,Finance,7.38,3776.11,11.1,Occasional,4,3,55,2,1,0,22,Other,Other,Single,,7.3
11702,Analyst,HR,0.29,6605.43,2.2,Frequent,3,3,36,5,1,1,55,Female,Black,Widowed,,15.1
11703,Operations,HR,3.13,5733.21,17.8,Frequent,5,2,15,2,0,0,23,Male,Mixed,Single,,7.5
11704,Operations,Operations,1.6,1993.11,15.9,Occasional,5,2,54,5,1,0,46,Female,Other,Divorced,,14.6
11705,Finance,Operations,1.56,4464.58,19.2,Frequent,4,4,11,2,1,0,40,Female,White,Single,,5.4
11706,Finance,Operations,3.41,4000.67,13.7,Occasional,1,2,40,5,1,1,62,Female,Other,Single,,5.7
11707,HR,Consulting,0.21,4991.74,44.7,Occasional,4,3,39,5,0,1,54,Male,Asian,Married,,19.0
11708,Consultant,Operations,2.7,3106.03,24.6,Occasional,2,2,36,3,0,1,49,Male,Mixed,Single,,24.8
11709,Analyst,Consulting,4.44,2992.47,48.5,Frequent,2,4,51,4,0,0,18,Other,Mixed,Single,,9.0
11710,Manager,Operations,5.28,3188.72,7.0,Occasional,4,4,18,4,1,0,51,Male,Asian,Divorced,,24.8
11711,Operations,Consulting,0.56,3313.69,13.4,Frequent,4,3,14,2,1,1,61,Other,Mixed,Widowed,Mental,11.7
11712,Manager,Finance,6.83,4978.39,11.3,,4,2,21,1,1,0,45,Male,Asian,Married,Physical,19.9
11713,Developer,Finance,3.2,2582.56,4.3,Occasional,4,4,19,3,0,0,24,Female,Asian,Widowed,,19.4
11714,Developer,HR,6.41,3252.86,15.3,Frequent,4,2,42,5,0,1,54,Male,Mixed,Widowed,,11.2
11715,Manager,Consulting,1.99,1853.19,2.0,Occasional,5,2,51,3,0,1,46,Female,Other,Single,Other,18.1
11716,Developer,Technology,2.34,5208.54,26.0,Frequent,3,3,12,1,1,1,36,Male,Asian,Married,,10.4
11717,Consultant,HR,7.54,5525.24,38.0,Frequent,2,3,22,3,1,1,61,Female,White,Single,Physical,12.0
11718,Finance,Finance,6.91,3607.51,14.6,,2,2,30,1,0,1,36,Other,Asian,Single,,19.0
11719,Developer,Consulting,1.78,3642.46,19.1,Occasional,3,5,25,1,0,0,37,Female,White,Divorced,,12.0
11720,HR,Operations,0.96,4543.87,38.2,Frequent,4,5,44,1,1,1,32,Female,Other,Single,Mental,16.0
11721,Developer,Technology,1.5,5769.38,8.2,,3,1,31,1,0,0,41,Male,Asian,Married,,27.8
11722,Analyst,Finance,1.47,4490.33,4.2,Frequent,4,1,20,1,1,1,58,Other,Asian,Married,,15.0
11723,Consultant,HR,1.01,3162.95,2.0,Frequent,2,1,16,5,1,1,25,Male,Asian,Single,,19.5
11724,Analyst,Consulting,0.94,2057.41,9.0,,1,3,28,3,0,1,24,Female,White,Married,Mental,8.6
11725,Analyst,Technology,5.92,2661.85,10.3,Occasional,2,2,52,4,1,0,36,Female,Other,Widowed,,18.3
11726,HR,Consulting,0.22,4087.86,27.3,,2,4,28,4,0,0,45,Female,Mixed,Widowed,,13.8
11727,Consultant,Operations,3.4,3213.61,5.6,Occasional,1,2,47,5,1,1,29,Female,Black,Widowed,,7.6
11728,Consultant,HR,0.57,4233.96,4.1,Frequent,3,2,21,2,0,0,43,Male,Asian,Divorced,,2.6
11729,Consultant,Consulting,1.27,3336.49,30.6,Frequent,5,1,48,1,0,0,52,Male,Asian,Widowed,,6.8
11730,Consultant,Finance,0.19,2730.22,10.8,,4,2,18,3,1,1,21,Male,Asian,Widowed,,15.3
11731,Consultant,HR,0.94,2587.56,19.2,,4,1,53,1,0,1,51,Other,Mixed,Married,,18.7
11732,HR,Finance,4.39,5874.83,28.5,,2,2,13,1,1,1,24,Female,Other,Married,,21.5
